1_gram,count
眸,10
着,10
旯,10
擎,10
丐,10
鸥,9
鵪,9
爍,9
燠,9
嘌,9
茜,9
嗯,9
編,9
綁,9
茹,9
颊,9
瘤,9
屆,9
寻,9
协,9
卖,9
咸,9
癦,9
窿,9
竊,9
蕴,9
显,9
捱,9
慣,9
繕,9
繁,9
裴,9
勳,9
钴,9
課,9
氈,9
誘,9
杉,9
叫,9
駛,9
锰,9
剧,9
疍,9
柜,9
柝,9
烂,9
锉,9
暧,9
羗,9
漆,9
脖,9
坏,9
稳,9
哆,9
魂,9
霏,9
淮,9
恋,9
恤,9
湇,9
谢,9
职,9
聞,9
练,9
织,9
釜,9
峐,9
争,9
拱,9
婚,9
哪,9
沃,9
岱,9
滨,9
彻,9
罪,9
撯,9
忘,9
忠,9
握,9
敲,9
牀,9
碩,9
茋,9
獲,9
玖,9
刹,9
嫰,9
肓,9
聶,9
沸,9
泄,9
隹,9
涕,9
洺,9
俪,8
淇,8
蔽,8
揉,8
揀,8
诊,8
盡,8
缘,8
缕,8
汰,8
盼,8
敗,8
闪,8
问,8
蒔,8
娌,8
汳,8
磡,8
嵐,8
瞙,8
搞,8
败,8
糸,8
决,8
薀,8
舫,8
啵,8
災,8
啓,8
瀾,8
姈,8
膦,8
绮,8
粮,8
焖,8
鈷,8
舟,8
縐,8
欲,8
蹤,8
惡,8
痊,8
蠓,8
潟,8
廳,8
啲,8
柰,8
铺,8
怠,8
渡,8
済,8
垞,8
图,8
賈,8
豊,8
氺,8
汝,8
甩,8
遺,8
鄱,8
鄧,8
兀,8
楚,8
昂,8
邹,8
虹,8
構,8
戏,8
緇,8
盰,8
旱,8
僵,8
榈,8
哀,8
掏,8
刃,8
实,8
邑,8
榧,8
懸,8
檗,8
噻,7
侧,7
说,7
尃,7
掂,7
捽,7
苑,7
茗,7
雏,7
诮,7
霛,7
讙,7
闌,7
搅,7
滌,7
経,7
瑷,7
幗,7
碰,7
瑟,7
宙,7
搵,7
昕,7
揹,7
账,7
糜,7
浀,7
涛,7
丯,7
涩,7
遠,7
缬,7
秸,7
则,7
畀,7
锈,7
亡,7
栀,7
弧,7
释,7
歺,7
項,7
頀,7
嗪,7
繇,7
軛,7
鉅,7
殖,7
璀,7
桻,7
餃,7
髂,7
镖,7
膩,7
镸,7
妨,7
拑,7
围,7
湏,7
偲,7
弋,7
氵,7
瀋,7
否,7
绳,7
鬓,7
迈,7
蘐,7
詈,7
証,7
逅,7
捨,7
芀,7
皿,7
窈,7
稈,7
亩,7
遇,7
瞻,7
該,7
掣,7
璧,7
燴,7
簾,7
概,7
簧,7
飴,7
飼,7
睥,7
负,7
緍,7
絶,7
絞,7
郁,7
魷,7
眩,7
蟯,7
蟹,7
蚓,7
蜴,7
龐,7
鶉,7
黯,7
齐,7
黨,6
政,6
故,6
鸟,6
蚪,6
蚁,6
俏,6
虚,6
浄,6
鱗,6
蟬,6
融,6
泮,6
坛,6
险,6
耙,6
罰,6
箐,6
埗,6
痴,6
疿,6
醌,6
痫,6
衆,6
曆,6
暹,6
暉,6
竭,6
笆,6
辦,6
痳,6
观,6
荆,6
嗜,6
榍,6
伪,6
璇,6
璐,6
銻,6
璽,6
爉,6
橋,6
戔,6
嘗,6
厢,6
滈,6
鬖,6
讖,6
让,6
徕,6
彡,6
彥,6
闻,6
徑,6
载,6
较,6
拭,6
捍,6
婭,6
輻,6
裕,6
扫,6
铃,6
軽,6
从,6
艙,6
詞,6
歯,6
殘,6
絆,6
瑋,6
瑙,6
欢,6
檜,6
伙,6
吏,6
哌,6
哑,6
蔴,6
借,6
瀇,6
賠,6
責,6
侣,6
嚊,6
畺,6
廢,6
偷,6
貢,6
投,6
崇,6
畸,6
鬃,6
髒,6
袐,6
啉,6
拘,6
気,6
閒,6
销,6
熏,6
棍,6
椂,6
踏,6
銘,6
鉺,6
効,6
讲,6
邂,6
薫,6
皲,6
罹,6
瘋,6
兑,6
癰,6
咕,6
祝,6
祼,6
盜,6
窒,6
犘,6
率,6
贷,6
苛,6
矸,6
珑,6
瑧,6
巿,6
鴉,6
磋,6
硑,6
砚,6
徵,6
撰,6
擇,6
斂,6
敛,6
羨,5
撿,5
映,5
揸,5
鴛,5
鴦,5
搙,5
巣,5
鋪,5
瑠,5
鎚,5
鎏,5
獚,5
帥,5
苄,5
寫,5
盗,5
冢,5
竅,5
癲,5
癫,5
蕪,5
蠢,5
曦,5
鮫,5
晦,5
迫,5
训,5
论,5
沽,5
沾,5
雖,5
洪,5
督,5
仓,5
椛,5
煱,5
勾,5
諒,5
諗,5
誌,5
臒,5
悬,5
惑,5
脩,5
镭,5
绝,5
灘,5
驃,5
唱,5
拨,5
获,5
馆,5
籚,5
峯,5
剷,5
廂,5
锣,5
闆,5
闇,5
弥,5
嚐,5
杵,5
哨,5
挚,5
予,5
嗞,5
琛,5
艮,5
舜,5
歮,5
殅,5
纈,5
画,5
剥,5
鉆,5
仈,5
菱,5
莘,5
承,5
们,5
棵,5
梭,5
捕,5
箝,5
釀,5
岸,5
鈁,5
鈇,5
輭,5
蒺,5
葦,5
霰,5
阑,5
溠,5
溧,5
演,5
囿,5
圭,5
鬢,5
討,5
槿,5
厥,5
卯,5
危,5
庇,5
鑾,5
噁,5
噏,5
嗷,5
樴,5
佁,5
佈,5
頰,5
茱,5
褸,5
楠,5
飢,5
竟,5
釐,5
痷,5
痲,5
哉,5
吊,5
佔,5
霆,5
设,5
访,5
卂,5
渣,5
淤,5
淫,5
询,5
盲,5
旨,5
忍,5
呕,5
亂,5
孰,5
蚂,5
乏,5
禆,4
禿,4
乒,4
麖,4
盪,4
邃,4
鼓,4
翡,4
翁,4
翅,4
淑,4
敺,4
撩,4
摘,4
削,4
虞,4
搴,4
援,4
述,4
罓,4
缫,4
豌,4
淸,4
诚,4
鸸,4
丢,4
该,4
诉,4
鹋,4
蛼,4
吨,4
远,4
迟,4
祙,4
尓,4
鄺,4
酗,4
屌,4
蕯,4
呱,4
蔼,4
咉,4
闬,4
闷,4
往,4
胼,4
夀,4
墙,4
漠,4
悔,4
坂,4
胦,4
翕,4
埃,4
佢,4
痙,4
疯,4
辭,4
稠,4
稹,4
杲,4
杓,4
唎,4
哠,4
娅,4
拮,4
拯,4
鈎,4
釒,4
篙,4
姻,4
边,4
輥,4
岷,4
岗,4
蔍,4
董,4
蔭,4
杭,4
髻,4
驟,4
閣,4
縯,4
锡,4
铵,4
偒,4
閘,4
瀑,4
弛,4
弯,4
噹,4
霤,4
侠,4
謠,4
諼,4
押,4
駒,4
裉,4
枙,4
籭,4
莆,4
剑,4
剖,4
籲,4
籹,4
粋,4
誨,4
匀,4
庞,4
汾,4
脮,4
靴,4
靑,4
靠,4
廄,4
灜,4
仰,4
莖,4
劘,4
疝,4
疆,4
梓,4
桦,4
扥,4
仗,4
姚,4
踹,4
椃,4
棚,4
瑾,4
銨,4
姍,4
裹,4
篸,4
项,4
嗅,4
嗊,4
喝,4
喬,4
儸,4
紹,4
槎,4
嵗,4
巂,4
玭,4
珐,4
艱,4
伕,4
伝,4
伆,4
懒,4
慷,4
芘,4
縱,4
誰,4
熔,4
熄,4
煌,4
爹,4
席,4
帰,4
巳,4
巷,4
币,4
檯,4
苪,4
苫,4
顫,4
槡,4
檥,4
奎,4
匈,4
却,4
燻,4
嘧,4
絰,4
妞,4
慾,4
橫,4
薪,4
凋,4
凌,4
宴,4
晃,4
蕓,4
蘖,4
堯,4
蕎,4
鰂,4
掩,4
措,4
涵,4
忽,4
涙,4
隑,4
蛰,4
蚝,4
鱘,4
鱸,4
蝠,4
蜙,4
蝇,4
礕,4
磗,4
昈,4
斜,4
乂,4
麾,4
遞,4
薛,3
並,3
雬,3
雃,3
雉,3
讯,3
渾,3
湊,3
渦,3
渴,3
鹓,3
丛,3
硕,3
谈,3
评,3
洌,3
泠,3
況,3
瘊,3
瘛,3
郑,3
盥,3
呤,3
蜃,3
听,3
麯,3
皸,3
癖,3
瘵,3
瘸,3
酞,3
酦,3
酬,3
瘢,3
顬,3
槷,3
戟,3
懺,3
茠,3
茧,3
紝,3
粿,3
幪,3
締,3
央,3
綸,3
贒,3
訥,3
訊,3
顠,3
綢,3
奭,3
奲,3
絛,3
鑊,3
鑒,3
鑫,3
庖,3
欒,3
愿,3
橈,3
伩,3
似,3
嘿,3
嗰,3
贫,3
歩,3
欸,3
欺,3
芏,3
芟,3
舛,3
頖,3
巠,3
勢,3
勤,3
劫,3
繳,3
繆,3
毆,3
毎,3
歾,3
傻,3
鋭,3
傢,3
煬,3
煞,3
焱,3
铬,3
募,3
趜,3
鎊,3
燐,3
幇,3
犯,3
爬,3
贾,3
踢,3
仆,3
椑,3
梯,3
棈,3
扰,3
扩,3
萁,3
娑,3
瓊,3
璘,3
銖,3
鉍,3
鈡,3
粷,3
躧,3
蹆,3
榣,3
榚,3
楃,3
覽,3
褌,3
簌,3
籍,3
璦,3
嵬,3
嵾,3
崴,3
錪,3
儫,3
跣,3
嗨,3
槌,3
峩,3
軉,3
籔,3
籬,3
莧,3
喃,3
萧,3
饿,3
膓,3
团,3
誠,3
誤,3
勵,3
匆,3
熇,3
畚,3
脥,3
舅,3
靓,3
愷,3
惢,3
惕,3
舐,3
臑,3
疖,3
烕,3
庥,3
炔,3
灈,3
灕,3
续,3
绞,3
瀆,3
澜,3
弃,3
漽,3
貪,3
縠,3
杈,3
驕,3
嚕,3
嚅,3
嚇,3
腄,3
纙,3
賭,3
傅,3
傍,3
叛,3
叢,3
叚,3
袘,3
霾,3
謫,3
諮,3
嚏,3
馁,3
饁,3
饋,3
栳,3
抖,3
拚,3
披,3
唸,3
蔖,3
窖,3
穆,3
筍,3
醡,3
痿,3
瘆,3
疳,3
挥,3
挨,3
拹,3
拼,3
挂,3
杮,3
哋,3
蔑,3
轟,3
峁,3
屝,3
釳,3
鈔,3
醱,3
篋,3
娤,3
驭,3
衲,3
蓍,3
蓯,3
蓼,3
蒮,3
蓆,3
蔨,3
亢,3
叼,3
蠕,3
蠞,3
咅,3
咆,3
咒,3
蔵,3
滬,3
滔,3
彗,3
湶,3
議,3
汔,3
汕,3
暐,3
佞,3
恶,3
沋,3
没,3
沣,3
圦,3
声,3
漖,3
竺,3
辨,3
辱,3
晩,3
淪,3
胄,3
坪,3
肼,3
睙,3
睱,3
鹸,3
盯,3
寚,3
麘,3
昡,3
临,3
俬,3
俊,3
俌,3
隅,3
邬,3
举,3
違,3
瞞,3
册,3
蔾,3
揽,3
斌,3
昘,3
碓,3
撞,3
鸚,3
孁,3
孌,3
孓,3
嫖,3
嫲,3
媄,3
刪,3
兽,3
晝,3
藪,3
藴,3
藺,3
藕,3
薘,3
硦,3
邪,3
怖,3
洽,3
俯,3
俾,3
隙,3
肋,3
塟,3
晏,3
蝙,3
蜥,3
虔,3
敕,3
攞,3
鵡,3
擾,3
呜,3
遘,3
砧,3
砲,3
孙,3
砍,3
蟿,3
鳘,3
螹,3
呦,2
呐,2
蛹,2
蚧,2
蚥,2
麽,2
蚀,2
鸵,2
乔,2
乗,2
乡,2
鹤,2
掟,2
掰,2
晧,2
鯨,2
鰡,2
叺,2
吠,2
衘,2
蕭,2
哒,2
哭,2
蔫,2
蔲,2
揩,2
揼,2
鴶,2
鲸,2
搾,2
挾,2
捐,2
旝,2
些,2
亜,2
亦,2
亻,2
亿,2
鬳,2
魏,2
晰,2
暴,2
鬧,2
曘,2
曡,2
曹,2
驻,2
骝,2
骷,2
髓,2
另,2
啜,2
啪,2
啾,2
蕲,2
咏,2
藋,2
朠,2
朿,2
杳,2
杴,2
构,2
柆,2
柸,2
杍,2
栆,2
栈,2
饃,2
饱,2
饲,2
馳,2
栄,2
駆,2
駿,2
枧,2
拗,2
梈,2
棟,2
椠,2
褶,2
襘,2
規,2
菍,2
営,2
喺,2
葷,2
蒖,2
蒠,2
袁,2
厰,2
葳,2
餞,2
餡,2
扒,2
扛,2
棋,2
扯,2
扺,2
抋,2
桥,2
仝,2
檻,2
槤,2
懾,2
战,2
页,2
顽,2
厄,2
噜,2
莞,2
莠,2
菅,2
菩,2
萆,2
裋,2
裔,2
领,2
颐,2
题,2
颧,2
颱,2
飆,2
楅,2
楬,2
毌,2
毓,2
櫈,2
飮,2
憐,2
殷,2
但,2
頩,2
樑,2
慄,2
権,2
橢,2
檚,2
檫,2
沅,2
悶,2
惖,2
惫,2
靖,2
詹,2
誉,2
談,2
諚,2
諨,2
臊,2
苁,2
苎,2
觊,2
卤,2
靭,2
靸,2
靼,2
欴,2
歇,2
洙,2
怨,2
恬,2
悚,2
霑,2
怷,2
汐,2
汴,2
涞,2
涨,2
徨,2
汅,2
隧,2
隰,2
涉,2
謏,2
謨,2
譏,2
讓,2
胛,2
艸,2
艹,2
艻,2
讫,2
許,2
訴,2
詤,2
雸,2
霄,2
泍,2
泞,2
泣,2
雑,2
沺,2
忧,2
怒,2
侵,2
侷,2
俎,2
俱,2
洶,2
浙,2
陷,2
溯,2
溱,2
彷,2
彿,2
征,2
译,2
课,2
谁,2
堵,2
词,2
脛,2
腠,2
堆,2
嚀,2
嚣,2
謂,2
脘,2
闽,2
阅,2
队,2
陡,2
濆,2
瀝,2
偣,2
濑,2
閪,2
廾,2
煏,2
煑,2
烛,2
烝,2
豖,2
缤,2
罁,2
罌,2
肱,2
块,2
域,2
锘,2
锥,2
锯,2
烊,2
灿,2
烦,2
犄,2
犮,2
狄,2
狠,2
猜,2
幀,2
幘,2
牵,2
钛,2
钩,2
钮,2
帯,2
玍,2
鎺,2
鏖,2
鏤,2
爷,2
鍛,2
崖,2
嵌,2
巒,2
瑛,2
瑥,2
鋯,2
鋰,2
貶,2
貺,2
纷,2
终,2
塲,2
纲,2
僑,2
珪,2
珼,2
琅,2
畝,2
略,2
畿,2
鉛,2
鉴,2
銬,2
瓏,2
疔,2
甄,2
甚,2
甫,2
瘣,2
痢,2
釭,2
属,2
履,2
屿,2
岚,2
峻,2
疪,2
癔,2
癮,2
岀,2
皴,2
冖,2
冗,2
写,2
勉,2
勋,2
贍,2
夲,2
奋,2
墟,2
绾,2
缌,2
貂,2
冴,2
冺,2
兆,2
瘕,2
尽,2
冫,2
瞄,2
盃,2
寢,2
寨,2
盟,2
郝,2
鄇,2
酉,2
酐,2
酩,2
瘭,2
瘳,2
瘾,2
癇,2
砖,2
砟,2
砸,2
孤,2
遵,2
赵,2
趁,2
趨,2
糈,2
糉,2
糬,2
绣,2
绪,2
瞦,2
瞰,2
宛,2
寅,2
矓,2
矢,2
眂,2
禈,2
禹,2
寔,2
凖,2
処,2
祀,2
蹠,2
蹺,2
粤,2
妤,2
姣,2
蹄,2
奕,2
奖,2
奜,2
奠,2
奮,2
絮,2
财,2
奐,2
遀,2
遐,2
硯,2
秉,2
磄,2
磕,2
磿,2
礙,2
礬,2
凳,2
窄,2
这,2
刎,2
划,2
刖,2
媢,2
嫒,2
迓,2
嬣,2
稍,2
礳,2
迴,2
婼,2
轆,2
输,2
竽,2
劈,2
努,2
娄,2
婆,2
婎,2
糯,2
糾,2
紉,2
跛,2
踩,2
踪,2
糭,2
符,2
笸,2
輿,2
筴,2
稿,2
姲,2
篦,2
篮,2
簋,2
籾,2
軋,2
姥,2
蝎,2
蝕,2
螄,2
蟒,2
蠋,2
咻,2
薴,2
蟁,2
擰,2
攏,2
摔,2
摭,2
撥,2
撻,2
齞,2
丑,2
齩,2
摯,2
鹵,2
麂,2
麊,2
麸,2
虼,1
鼎,1
齁,1
麇,1
麪,1
齲,1
丌,1
蛽,1
吩,1
摹,1
撑,1
撘,1
撟,1
敞,1
鷗,1
鷢,1
鸌,1
鸦,1
摎,1
摨,1
搔,1
擺,1
吝,1
蔣,1
响,1
鯔,1
鰐,1
鰜,1
鰲,1
鰹,1
揮,1
揶,1
哏,1
哟,1
唭,1
葁,1
蠻,1
吖,1
鴿,1
鵰,1
鶏,1
鶿,1
敯,1
敹,1
斉,1
揪,1
鱲,1
鲑,1
鳞,1
鳢,1
斟,1
鮎,1
搸,1
鴕,1
剸,1
劝,1
軔,1
簇,1
轗,1
辺,1
辻,1
迉,1
娒,1
娓,1
娙,1
娱,1
婀,1
婓,1
軏,1
剡,1
踀,1
踍,1
踣,1
踵,1
糲,1
糹,1
絃,1
趺,1
筻,1
简,1
笞,1
笟,1
笳,1
筌,1
筑,1
答,1
窣,1
竄,1
竈,1
碑,1
磂,1
礞,1
刁,1
遁,1
嫫,1
迤,1
刈,1
剉,1
穎,1
穏,1
穗,1
穚,1
嬈,1
税,1
稔,1
礶,1
婿,1
媞,1
嫌,1
嫚,1
婟,1
箤,1
箴,1
築,1
篥,1
輩,1
輰,1
嫻,1
凣,1
祇,1
祜,1
禟,1
禪,1
禫,1
瞿,1
矣,1
蹻,1
蹼,1
粪,1
跕,1
租,1
逶,1
凔,1
凙,1
妁,1
粱,1
粴,1
妠,1
妦,1
妲,1
姏,1
蹙,1
硨,1
硷,1
妓,1
絢,1
絷,1
綘,1
贯,1
絍,1
贰,1
贸,1
赌,1
赘,1
赧,1
赴,1
妄,1
遗,1
绦,1
緮,1
緯,1
縟,1
趋,1
趐,1
趕,1
趟,1
繫,1
繼,1
纅,1
纊,1
纏,1
贀,1
给,1
绥,1
矮,1
盱,1
邱,1
邻,1
瞤,1
宪,1
宄,1
繅,1
睹,1
睺,1
瞝,1
瘖,1
瘝,1
尙,1
尞,1
届,1
盁,1
盂,1
専,1
尅,1
眡,1
眤,1
睌,1
睑,1
宀,1
酔,1
酜,1
酫,1
郄,1
郊,1
鄂,1
鄃,1
遣,1
遭,1
遷,1
邟,1
邢,1
矹,1
砒,1
孜,1
勸,1
匎,1
匕,1
贏,1
縴,1
酼,1
冀,1
冤,1
墓,1
綾,1
緁,1
緃,1
够,1
夭,1
夸,1
勂,1
缀,1
缑,1
羛,1
羡,1
绰,1
绱,1
绽,1
墏,1
屍,1
屓,1
况,1
兕,1
党,1
皕,1
壇,1
壞,1
疸,1
痎,1
痞,1
痡,1
瓢,1
甌,1
甏,1
甪,1
瘁,1
瘂,1
醅,1
醖,1
醚,1
醤,1
屜,1
瘩,1
峨,1
疢,1
醺,1
釢,1
釤,1
鈞,1
痦,1
痪,1
癈,1
癐,1
癚,1
癤,1
癯,1
発,1
岶,1
峑,1
僐,1
僖,1
僾,1
儕,1
錮,1
巔,1
耗,1
聃,1
疒,1
録,1
玮,1
珩,1
珹,1
琚,1
僅,1
僆,1
鈪,1
鈱,1
鉼,1
銜,1
畓,1
畔,1
畯,1
畹,1
甯,1
銫,1
銲,1
鋂,1
鋤,1
瑿,1
璔,1
疙,1
巫,1
巯,1
錏,1
崑,1
崙,1
嶋,1
嶲,1
巅,1
绒,1
貌,1
賂,1
賃,1
賨,1
賷,1
纬,1
墳,1
肙,1
翇,1
翨,1
翭,1
纶,1
绅,1
绊,1
绑,1
聆,1
谪,1
谭,1
谰,1
谶,1
塋,1
塻,1
肗,1
帨,1
钧,1
钬,1
烽,1
烾,1
焟,1
焰,1
燜,1
鍍,1
鍚,1
琠,1
琡,1
琲,1
帇,1
帐,1
帑,1
鎗,1
鎙,1
鎦,1
獒,1
獰,1
獻,1
錹,1
鍂,1
鏌,1
鏝,1
鐃,1
爲,1
牝,1
鍩,1
鍶,1
鍸,1
镐,1
垸,1
埴,1
執,1
胅,1
胋,1
讷,1
圻,1
瀰,1
灒,1
灦,1
炅,1
炛,1
铭,1
锆,1
错,1
幅,1
并,1
幺,1
庚,1
犈,1
狭,1
镬,1
閎,1
爛,1
鐨,1
鐲,1
鑑,1
鑯,1
鑿,1
猥,1
燎,1
煒,1
煗,1
煺,1
燄,1
烆,1
偽,1
閹,1
漸,1
编,1
耑,1
庛,1
庝,1
庠,1
庪,1
廬,1
焼,1
罒,1
罛,1
羃,1
匚,1
匣,1
卝,1
豋,1
豭,1
坃,1
脓,1
肬,1
坣,1
坨,1
缮,1
缴,1
缾,1
陌,1
陞,1
陬,1
渎,1
渘,1
渥,1
溘,1
闲,1
炳,1
潷,1
潸,1
潺,1
澨,1
澴,1
澸,1
阹,1
倾,1
偌,1
濘,1
濯,1
濰,1
瀅,1
瀍,1
瀚,1
潑,1
弍,1
弦,1
倓,1
倖,1
倢,1
倨,1
倪,1
漚,1
湱,1
彽,1
徥,1
潢,1
溹,1
溽,1
滀,1
堕,1
堰,1
堷,1
诤,1
读,1
谅,1
埻,1
垏,1
腆,1
腈,1
腓,1
腚,1
噬,1
堇,1
堊,1
堑,1
闹,1
阡,1
阮,1
滷,1
嚍,1
諸,1
謀,1
謄,1
忙,1
泔,1
泙,1
泟,1
泼,1
雓,1
雳,1
雴,1
陵,1
渨,1
渮,1
渼,1
湃,1
湩,1
徫,1
徼,1
侻,1
俑,1
俢,1
忟,1
涸,1
淀,1
淌,1
淖,1
滢,1
滳,1
俥,1
倌,1
洸,1
浊,1
浲,1
隊,1
隼,1
难,1
雁,1
雇,1
涎,1
涓,1
涤,1
涯,1
囸,1
圏,1
謍,1
謐,1
譫,1
譯,1
噶,1
隴,1
芧,1
芵,1
舵,1
艅,1
胝,1
胥,1
脍,1
囷,1
雹,1
雺,1
隣,1
芐,1
芓,1
詠,1
詳,1
噩,1
頌,1
欽,1
歉,1
歳,1
歷,1
靣,1
靶,1
鞣,1
悟,1
洂,1
洕,1
洧,1
沩,1
沪,1
怭,1
頊,1
霪,1
霹,1
氷,1
氿,1
总,1
恃,1
恳,1
悄,1
汚,1
汭,1
汮,1
汱,1
汸,1
霎,1
霘,1
侍,1
芉,1
惯,1
惱,1
愚,1
靃,1
靡,1
汻,1
沆,1
腭,1
膑,1
臁,1
臏,1
臧,1
詵,1
誜,1
諦,1
荌,1
芻,1
芾,1
苋,1
苡,1
苾,1
嚷,1
囤,1
韖,1
韮,1
惪,1
茘,1
觅,1
觉,1
觓,1
觼,1
榔,1
榜,1
榪,1
颅,1
飙,1
戍,1
菏,1
裟,1
憾,1
懂,1
毂,1
欏,1
欠,1
慀,1
楣,1
楹,1
懱,1
欮,1
頤,1
樛,1
慐,1
慳,1
慵,1
憑,1
氙,1
悪,1
悽,1
樞,1
樬,1
橍,1
檠,1
懕,1
顾,1
檵,1
櫂,1
様,1
懼,1
戉,1
执,1
扮,1
厦,1
訟,1
嗶,1
嘢,1
茎,1
戼,1
扉,1
槸,1
嘶,1
嘻,1
噄,1
噐,1
噢,1
卬,1
卮,1
厅,1
褖,1
荑,1
荡,1
莏,1
莯,1
莼,1
嘱,1
嘳,1
喈,1
棻,1
餎,1
仄,1
仉,1
仍,1
榰,1
榶,1
嗇,1
嗔,1
嗖,1
嗡,1
褤,1
覓,1
规,1
茴,1
厪,1
厭,1
葹,1
蒽,1
蓐,1
衠,1
喎,1
喰,1
扽,1
抓,1
仧,1
仵,1
桕,1
衹,1
袲,1
裁,1
杘,1
枉,1
朌,1
朔,1
鬂,1
鬅,1
鬏,1
朩,1
桅,1
框,1
桬,1
柇,1
柣,1
柪,1
柽,1
栃,1
拈,1
餻,1
饒,1
馍,1
馭,1
栌,1
栛,1
栮,1
榷,1
榼,1
槔,1
梋,1
棃,1
駁,1
騫,1
拂,1
唷,1
啂,1
啃,1
衷,1
髀,1
髅,1
髖,1
髙,1
啱,1
萭,1
萸,1
荏,1
县,1
叀,1
叁,1
唵,1
藘,1
蘔,1
虅,1
虌,1
虐,1
蕈,1
蕖,1
啅,1
朳,1
朸,1
骠,1
呲,1
咄,1
咹,1
蠧,1
蠹,1
旬,1
旮,1
旷,1
昏,1
昧,1
昨,1
昱,1
鱖,1
暯,1
亯,1
朕,1
挻,1
捁,1
捉,1
捋,1
捞,1
曗,1
曙,1
曷,1
昵,1
魁,1
魄,1
魦,1
暟,1
髡,1
枨,1
枲,1
驢,1
驮,1
驰,1
骏,1
曏,1
呈,1
丟,1
呔,1
呣,1
丕,1
蜊,1
虬,1
攒,1
擤,1
黢,1
蚌,1
麿,1
丼,1
蚩,1
蚷,1
严,1
亇,1
丈,1
丅,1
呅,1
攰,1
鹊,1
鹏,1
乞,1
晟,1
捺,1
掦,1
晢,1
晥,1
乩,1
乱,1
亀,1
姦,1
姵,1
粵,1
篳,1
筛,1
筝,1
筧,1
筯,1
蝁,1
蝪,1
蝮,1
虽,1
簪,1
籁,1
籗,1
粆,1
擉,1
擋,1
擗,1
蠂,1
薒,1
薔,1
蜱,1
蜻,1
攔,1
攤,1
攬,1
敪,1
齙,1
齚,1
齜,1
擈,1
